Cleaned_Tweets,IsFake
I guess we could make Joe mode quieter,1
"Still doing same thing, but bigger",0
Looks good to roll out to all Tesla owners with 10.12.2 (~100k cars)!,1
That is probably the right order of magnitude,0
Real-world validation &amp; billions of miles of real-world training are what will make FSD superhuman,0
Yup,1
Sigh,1
"FSD Beta 10.69.2 rolling out now. Please note that top priority is safety, so expect it to be overly cautious, especially around pedestrians.",1
Falcon arching to orbit,0
No obvious limit to rocket reflight so far,1
Instagram is an envy amplifier,1
Yes,0
"Team found a bug causing an 8% delay in detecting pedestrians at &gt;50m. That’s been fixed, so rolling out tonight.",1
That’s pretty accurate,1
Haha,1
Astronomy too,0
"Internal beta rollout tonight, wider tomorrow",1
It’s coming!,1
Take Materials Science 101. You won’t regret it.,0
A major Fed rate hike risks deflation,1
Please lmk when that happens,0
"Absolutely, the Tesla fleet in Australia is growing rapidly, so we do need to ramp up service in general",1
Tesla North America aiming for &gt;50% same hour service,0
Anubis,1
"Nice. I’m dressing up as a sink &amp; knocking on random doors. Once they see me, they will have no choice but to let that sink in.",1
One of our most complex missions,0
Bot block party,1
Assuming 25% efficient PV cells at 0.8 surface coverage,1
Exactly. Ecosystem is almost entirely dependent on the sun already. Civilization’s energy needs are absurdly tiny compared to what the sun sends us for free (~1 GWh/day/km^2).,1
"Yup, there’s a reason we do static fires! Much better to break things on the ground than en route to orbit.",1
"Solar panels, ground mount &amp; rooftop, paired with stationary batteries, will be civilization’s primary source of energy, as sure as day follows night. Mark these words.",0
I love the graffiti art at Giga Berlin!,1
So much empty land &amp; only a tiny percentage needed to power entire country!,1
It’s looking good so far,1
Indeed,1
"We’ve had some promising conversations with Apple about Starlink connectivity. iPhone team is obv super smart.For sure, closing link from space to phone will work best if phone software &amp; hardware adapt to space-based signals vs Starlink purely emulating cell tower.",0
"Note, I am putting a lot of time personally into advancing Tesla service to make it awesome. Hopefully, this is starting to be felt by Tesla owners.",0
"You’re right, we should credit Tesla owners $100 if we change appointments with less than 24 hours notice. Should be reciprocal.",1
Lot of people still don’t realize Tesla makes uninterruptible power supplies for your whole home (Powerwall),1
And remember ,1
This thread brings back a lot of memories,1
We have since improved it further,0
"The primary solution to a sustainable energy future is solar/wind with batteries for when sun doesn’t shine or wind doesn’t blow, interconnected with conventional high voltage lines. No unknown technology is needed!Hydro+geothermal+fission will also be non-trivial contributors.",0
"Fusion would be expensive energy, given difficulty of obtaining and transporting source fuel, plus maintaining the reactor. Far better to use the Sun – thermonuclear reactor with no need to refuel or service.",1
"Only 64 squares, no fog of war, no tech tree, only a few different pieces,no random spawn. Chess is a simple game. I prefer Polytopia.",1
Interesting …,0
“That’s not punny!”,1
More solar + batteries needed. Batteries are great at dealing with peak demand.,0
"I accept 99% of cookies, but  if choc chip",1
"If Twitter put as much effort into bot/spam removal as they do into subpoenas, we wouldn’t have this problem in the first place!",0
"We have advised all potential witnesses to provide full cooperation to the court, but we do not control their actions",1
Read the actual ruling. We had zero to do with David Sack’s response. Zero.,1
Those who claim any criticism of Rings of Power means you’re racist are outing themselves as closet racists,1
Peter Jackson did excellent work with Lord of the Rings. The Hobbit was stretched too long for a short book.,1
"For now, supply is too low, but ordering a Powerwall by itself should be possible end of year",1
Cool,1
Order a Tesla Powerwall battery for blackout protection!,1
And 90% of my comments are bots ,1
"Almost every male character so far is a coward, a jerk or both. Only Galadriel is brave, smart and nice.",1
Release of 10.69.2 probably end of week. Needs a bit more polish.,0
Tolkien is turning in his grave,1
"10.69.2 has a relatively small number of code changes, but their practical effect will be significant",1
More Starlinks reach orbit,0
It will probably help proportionate to the cost of raising children,0
Important. South Korea is currently tracking to lose about half its population roughly every generation. Long lifespan hides the dire nature of the problem.,1
. invited me to open for one of his shows. Thanks Chris! I will try not to flounder too much.,0
"Yes, also very important",1
"Accurate assessment. Raptor design started out using H2, but switched to CH4. Latter is best combo of high efficiency &amp; ease of operation imo.Delta-v difference between H2 &amp; CH4 is small for most missions, because CH4 tank is much smaller &amp; no insulation is needed.",1
Moody’s is irrelevant,0
Hope Connor is ok!,1
!!,1
!,0
"On a $/bot basis, this deal is awesome",1
Sure sounds higher than 5%!,1
I intend to do so as soon as possible,1
"Yeah, aiming for up to 100 flights next year",1
Now launching every ~5 days,0
10.69.2 goes out to 100k owners next week,1
SJM question,1
Spent the day walking entire Giga Berlin production line – team is doing excellent work!,0
"10.69.1 is even better. We reduced latency &amp; jitter in hardware command loop, so time from object detection to brake actuation is 10% to 20% better.",0
Kickass Internet connection coming Royal Caribbean ships soon!,1
It’s true,0
Ancient times,1
It will grow by at least 5 to 10 meters over time,0
"First few days, just 1k owners, but going to 10k if no major issues. Note, 10.69.2, hopefully going out week after this, is the wide release beta.",0
Good to ask yourself this often,1
"Agreed, we recently made this change &amp; many others.An intense effort is underway to achieve robust engine containment in case of RUD to protect booster, other engines &amp; launch ring.",1
This will happen again – just a matter of time,1
Godspeed Artemis!,0
The swoop of the X is meant to represent the rocket’s arc to orbit,1
"Hopefully, this week",1
"I somewhat agonized over the Tesla &amp; SpaceX font design (love fonts tbh). There are some similarities, particularly use of negative space. We’ve made many little tweaks over the years.",1
Wise actions,1
Diet Coke is amazing,1
Please share some things in this thread which are working for you in life &amp; that others may find helpful!,1
"Yeah, I lift a little …",1
Over 20 lbs down from my (unhealthy) peak weight,1
"From time to time, I will share some things that seem to be working for me, in case you find it helpful",1
The Zero fasting app is quite good,1
"On advice of a good friend, I’ve been fasting periodically &amp; feel healthier",0
"Yes, but I’ve done a lot with the place!",0
gnus news snooze,0
Coming,1
Ares,0
What do you call a Great Dane eating a small piece of ham in a tiny village?Hamlet eating hamlet in a hamlet!(Middle part credit to GAM),1
Squeezing extra performance out of Falcon 9 – almost at 17 metric tons to an actual useful orbit with booster &amp; fairing reusable!,1
Maybe it’s times for new roman,0
Getting to orbit &amp; back is harder than it may seem,1
The caffeine one is most troubling,1
Some are indeed sadly anti-human,1
Countries should be increasing nuclear power generation! It is insane from a national security standpoint &amp; bad for the environment to shut them down.,1
LotR/HG2G,1
